pokedex_number,name,generation,type1,type2,against_normal,against_grass,against_fire,against_water,against_electric,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,hp,attack,defense,sp_attack,sp_defense,speed,height_m,weight_kg,is_legendary,base_egg_steps,capture_rate,experience_growth
242,Blissey,2,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,255,10,10,75,135,55,1.5,46.8,0,10240,30,800000
243,Raikou,2,electric,,1,1,1,1,0.5,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,90,85,75,115,100,115,1.9,178.0,1,20480,3,1250000
244,Entei,2,fire,,1,0.5,0.5,2,1,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,115,115,85,90,75,100,2.1,198.0,1,20480,3,1250000
245,Suicune,2,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,100,75,115,90,115,85,2.0,187.0,1,20480,3,1250000
246,Larvitar,2,rock,ground,0.5,4,0.5,4,0,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,50,64,50,45,50,41,0.6,72.0,0,10240,45,1250000
247,Pupitar,2,rock,ground,0.5,4,0.5,4,0,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,70,84,70,65,70,51,1.2,152.0,0,10240,45,1250000
248,Tyranitar,2,rock,dark,0.5,2,0.5,2,1,1,4,0.5,2,0.5,0,2,1,0.5,1,0.5,2,2,100,134,110,95,100,61,2.0,202.0,0,10240,45,1250000
248,Mega Tyranitar,6,rock,dark,0.5,2,0.5,2,1,1,4,0.5,2,0.5,0,2,1,0.5,1,0.5,2,2,100,164,150,95,120,71,2.5,255.0,0,10240,45,1250000
249,Lugia,2,psychic,flying,1,0.5,1,1,2,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,106,90,130,90,154,110,5.2,216.0,1,30720,3,1250000
250,Ho-Oh,2,fire,flying,1,0.25,0.5,2,2,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5,106,130,90,110,154,90,3.8,199.0,1,30720,3,1250000
251,Celebi,2,psychic,grass,1,0.5,2,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1,100,100,100,100,100,100,0.6,5.0,1,30720,45,1059860
252,Treecko,3,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,40,45,35,65,55,70,0.5,5.0,0,5120,45,1059860
253,Grovyle,3,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,50,65,45,85,65,95,0.9,21.6,0,5120,45,1059860
254,Sceptile,3,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,70,85,65,105,85,120,1.7,52.2,0,5120,45,1059860
254,Mega Sceptile,6,grass,dragon,1,0.25,1,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2,70,110,75,145,85,145,1.9,55.2,0,5120,45,1059860
255,Torchic,3,fire,,1,0.5,0.5,2,1,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,45,60,40,70,50,45,0.4,2.5,0,5120,45,1059860
256,Combusken,3,fire,fighting,1,0.5,0.5,2,1,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,60,85,60,85,60,55,0.9,19.5,0,5120,45,1059860
257,Blaziken,3,fire,fighting,1,0.5,0.5,2,1,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,80,120,70,110,70,80,1.9,52.0,0,5120,45,1059860
257,Mega Blaziken,6,fire,fighting,1,0.5,0.5,2,1,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,80,160,80,130,80,100,1.9,52.0,0,5120,45,1059860
258,Mudkip,3,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,50,70,50,50,50,40,0.4,7.6,0,5120,45,1059860
259,Marshtomp,3,water,ground,1,4,0.5,1,0,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,70,85,70,60,70,50,0.7,28.0,0,5120,45,1059860
260,Swampert,3,water,ground,1,4,0.5,1,0,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,100,110,90,85,90,60,1.5,81.9,0,5120,45,1059860
260,Mega Swampert,6,water,ground,1,4,0.5,1,0,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,100,150,110,95,110,70,1.9,102.0,0,5120,45,1059860
261,Poochyena,3,dark,,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,35,55,35,30,30,35,0.5,13.6,0,3840,255,1000000
262,Mightyena,3,dark,,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,70,90,70,60,60,70,1.0,37.0,0,3840,127,1000000
263,Zigzagoon,3,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,38,30,41,30,41,60,0.4,17.5,0,3840,255,1000000
263,Galarian Zigzagoon,8,dark,normal,1,1,1,1,1,1,4,1,1,1,0,2,1,0,1,0.5,1,2,38,30,41,30,41,60,0.4,17.5,0,3840,255,1000000
264,Linoone,3,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,78,70,61,50,61,100,0.5,32.5,0,3840,90,1000000
264,Galarian Linoone,8,dark,normal,1,1,1,1,1,1,4,1,1,1,0,2,1,0,1,0.5,1,2,78,70,61,50,61,100,0.5,32.5,0,3840,90,1000000
265,Wurmple,3,bug,,1,0.5,2,1,1,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,45,45,35,20,30,20,0.3,3.6,0,3840,255,1000000
266,Silcoon,3,bug,,1,0.5,2,1,1,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,50,35,55,25,25,15,0.6,10.0,0,3840,120,1000000
267,Beautifly,3,bug,flying,1,0.25,2,1,2,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,60,70,50,100,50,65,1.0,28.4,0,3840,45,1000000
268,Cascoon,3,bug,,1,0.5,2,1,1,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,50,35,55,25,25,15,0.7,11.5,0,3840,120,1000000
269,Dustox,3,bug,poison,1,0.25,2,1,1,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,60,50,70,50,90,65,1.2,31.6,0,3840,45,1000000
270,Lotad,3,water,grass,1,1,1,0.25,1,1,1,2,0.5,2,1,2,1,1,1,1,0.5,1,40,30,30,40,50,30,0.5,2.6,0,3840,255,1059860
271,Lombre,3,water,grass,1,1,1,0.25,1,1,1,2,0.5,2,1,2,1,1,1,1,0.5,1,60,50,50,60,70,50,1.2,32.5,0,3840,120,1059860
272,Ludicolo,3,water,grass,1,1,1,0.25,1,1,1,2,0.5,2,1,2,1,1,1,1,0.5,1,80,70,70,90,100,70,1.5,55.0,0,3840,45,1059860
273,Seedot,3,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,40,40,50,30,30,30,0.5,4.0,0,3840,255,1059860
274,Nuzleaf,3,grass,dark,1,0.5,2,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2,70,70,40,60,40,60,1.0,28.0,0,3840,120,1059860
275,Shiftry,3,grass,dark,1,0.5,2,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2,90,100,60,90,60,80,1.3,59.6,0,3840,45,1059860
276,Taillow,3,normal,flying,1,0.5,1,1,2,2,1,1,0,1,1,0.5,2,0,1,1,1,1,40,55,30,30,30,85,0.3,2.3,0,3840,200,1059860
277,Swellow,3,normal,flying,1,0.5,1,1,2,2,1,1,0,1,1,0.5,2,0,1,1,1,1,60,85,60,75,50,125,0.7,19.8,0,3840,45,1059860
278,Wingull,3,water,flying,1,1,0.5,0.5,4,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,40,30,30,55,30,85,0.6,9.5,0,5120,190,1000000
279,Pelipper,3,water,flying,1,1,0.5,0.5,4,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,60,50,100,95,70,65,1.2,28.0,0,5120,45,1000000
280,Ralts,3,psychic,fairy,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,28,25,25,45,35,40,0.4,6.6,0,5120,235,1250000
281,Kirlia,3,psychic,fairy,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,38,35,35,65,55,50,0.8,20.2,0,5120,120,1250000
282,Gardevoir,3,psychic,fairy,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,68,65,65,125,115,80,1.6,48.4,0,5120,45,1250000
282,Mega Gardevoir,6,psychic,fairy,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,68,85,65,165,135,100,1.6,48.4,0,5120,45,1250000
283,Surskit,3,bug,water,1,1,1,0.5,2,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1,40,30,32,50,52,65,0.5,1.7,0,3840,200,1000000
284,Masquerain,3,bug,flying,1,0.25,2,1,2,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,70,60,62,100,82,80,0.8,3.6,0,3840,75,1000000
285,Shroomish,3,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,60,40,60,40,60,35,0.4,4.5,0,3840,255,1640000
286,Breloom,3,grass,fighting,1,0.5,2,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2,60,130,80,60,60,70,1.2,39.2,0,3840,90,1640000
287,Slakoth,3,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,60,60,60,35,35,30,0.8,24.0,0,3840,255,1250000
288,Vigoroth,3,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,80,80,80,55,55,90,1.4,46.5,0,3840,120,1250000
289,Slaking,3,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,150,160,100,95,65,100,2.0,130.5,0,3840,45,1250000
290,Nincada,3,bug,ground,1,1,2,2,0,2,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,31,45,90,30,30,40,0.5,5.5,0,3840,255,600000
291,Ninjask,3,bug,flying,1,0.25,2,1,2,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,61,90,45,50,50,160,0.8,12.0,0,3840,120,600000
292,Shedinja,3,bug,ghost,0,0.5,2,1,1,1,0,0.5,0.5,2,1,0.5,2,2,1,2,1,1,1,90,45,30,30,40,0.8,1.2,0,3840,45,600000
293,Whismur,3,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,64,51,23,51,23,28,0.6,16.3,0,5120,190,1059860
294,Loudred,3,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,84,71,43,71,43,48,1.0,40.5,0,5120,120,1059860
295,Exploud,3,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,104,91,63,91,73,68,1.5,84.0,0,5120,45,1059860
296,Makuhita,3,fighting,,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,72,60,30,20,30,25,1.0,86.4,0,5120,180,1640000
297,Hariyama,3,fighting,,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,144,120,60,40,60,50,2.3,253.8,0,5120,200,1640000
298,Azurill,3,normal,fairy,1,1,1,1,1,1,1,2,1,1,1,0.5,1,0,0,0.5,2,1,50,20,40,20,40,20,0.2,2.0,0,2560,150,800000
299,Nosepass,3,rock,,0.5,2,0.5,2,1,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,30,45,135,45,90,30,1.0,97.0,0,5120,255,1000000
300,Skitty,3,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,50,45,45,35,35,50,0.6,11.0,0,3840,255,800000
301,Delcatty,3,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,70,65,65,55,55,90,1.1,32.6,0,3840,60,800000
302,Sableye,3,dark,ghost,0,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,2,50,75,75,65,65,50,0.5,11.0,0,6400,45,1059860
302,Mega Sableye,6,dark,ghost,0,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,2,50,85,125,85,115,20,0.5,161.0,0,6400,45,1059860
303,Mawile,3,steel,fairy,0.5,0.5,2,1,1,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5,50,85,85,55,55,50,0.6,11.5,0,5120,45,800000
303,Mega Mawile,6,steel,fairy,0.5,0.5,2,1,1,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5,50,105,125,55,95,50,1.0,23.5,0,5120,45,800000
304,Aron,3,steel,rock,0.25,1,1,2,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,50,70,100,40,40,30,0.4,60.0,0,8960,180,1250000
305,Lairon,3,steel,rock,0.25,1,1,2,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,60,90,140,50,50,40,0.9,120.0,0,8960,90,1250000
306,Aggron,3,steel,rock,0.25,1,1,2,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,70,110,180,60,60,50,2.1,360.0,0,8960,45,1250000
306,Mega Aggron,6,steel,,0.5,0.5,2,1,1,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,70,140,230,60,80,50,2.2,395.0,0,8960,45,1250000
307,Meditite,3,fighting,psychic,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2,30,40,55,40,55,60,0.6,11.2,0,5120,180,1000000
308,Medicham,3,fighting,psychic,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2,60,60,75,60,75,80,1.3,31.5,0,5120,90,1000000
308,Mega Medicham,6,fighting,psychic,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2,60,100,85,80,85,100,1.3,31.5,0,5120,90,1000000
309,Electrike,3,electric,,1,1,1,1,0.5,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,40,45,40,65,40,65,0.6,15.2,0,5120,120,1250000
310,Manectric,3,electric,,1,1,1,1,0.5,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,70,75,60,105,60,105,1.5,40.2,0,5120,45,1250000
310,Mega Manectric,6,electric,,1,1,1,1,0.5,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,70,75,80,135,80,135,1.8,44.0,0,5120,45,1250000
311,Plusle,3,electric,,1,1,1,1,0.5,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,60,50,40,85,75,95,0.4,4.2,0,5120,200,1000000
312,Minun,3,electric,,1,1,1,1,0.5,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,60,40,50,75,85,95,0.4,4.2,0,5120,200,1000000
313,Volbeat,3,bug,,1,0.5,2,1,1,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,65,73,75,47,85,85,0.7,17.7,0,3840,150,600000
314,Illumise,3,bug,,1,0.5,2,1,1,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,65,47,75,73,85,85,0.6,17.7,0,3840,150,1640000
315,Roselia,3,grass,poison,1,0.25,2,0.5,0.5,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,50,60,45,100,80,65,0.3,2.0,0,5120,150,1059860
316,Gulpin,3,poison,,1,0.5,1,1,1,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,70,43,53,43,53,40,0.4,10.3,0,5120,225,1640000
317,Swalot,3,poison,,1,0.5,1,1,1,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,100,73,83,73,83,55,1.7,80.0,0,5120,75,1640000
318,Carvanha,3,water,dark,1,2,0.5,0.5,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2,45,90,20,65,20,65,0.8,20.8,0,5120,225,1250000
319,Sharpedo,3,water,dark,1,2,0.5,0.5,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2,70,120,40,95,40,95,1.8,88.8,0,5120,60,1250000
319,Mega Sharpedo,6,water,dark,1,2,0.5,0.5,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2,70,140,70,110,65,105,2.5,130.3,0,5120,60,1250000
320,Wailmer,3,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,130,70,35,70,35,60,2.0,130.0,0,10240,125,1640000
321,Wailord,3,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,170,90,45,90,45,60,14.5,398.0,0,10240,60,1640000
322,Numel,3,fire,ground,1,1,0.5,4,0,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5,60,60,40,65,45,35,0.7,24.0,0,5120,255,1000000
323,Camerupt,3,fire,ground,1,1,0.5,4,0,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5,70,100,70,105,75,40,1.9,220.0,0,5120,150,1000000
323,Mega Camerupt,6,fire,ground,1,1,0.5,4,0,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5,70,120,100,145,105,20,2.5,320.5,0,5120,150,1000000
324,Torkoal,3,fire,,1,0.5,0.5,2,1,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,70,85,140,85,70,20,0.5,80.4,0,5120,90,1000000
325,Spoink,3,psychic,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,60,25,35,70,80,60,0.7,30.6,0,5120,255,800000
326,Grumpig,3,psychic,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,80,45,65,90,110,80,0.9,71.5,0,5120,60,800000
327,Spinda,3,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,60,60,60,60,60,60,1.1,5.0,0,3840,255,800000
328,Trapinch,3,ground,,1,2,1,2,0,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,45,100,45,45,45,10,0.7,15.0,0,5120,255,1059860
329,Vibrava,3,ground,dragon,1,1,0.5,1,0,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2,50,70,50,50,50,70,1.1,15.3,0,5120,120,1059860
330,Flygon,3,ground,dragon,1,1,0.5,1,0,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2,80,100,80,80,80,100,2.0,82.0,0,5120,45,1059860
331,Cacnea,3,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,50,85,40,85,40,35,0.4,51.3,0,5120,190,1059860
332,Cacturne,3,grass,dark,1,0.5,2,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2,70,115,60,115,60,55,1.3,77.4,0,5120,60,1059860
333,Swablu,3,normal,flying,1,0.5,1,1,2,2,1,1,0,1,1,0.5,2,0,1,1,1,1,45,40,60,40,75,50,0.4,1.2,0,5120,255,600000
334,Altaria,3,dragon,flying,1,0.25,0.5,0.5,1,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,75,70,90,70,105,80,1.1,20.6,0,5120,45,600000
334,Mega Altaria,6,dragon,fairy,1,0.5,0.5,0.5,0.5,2,0.5,2,1,1,1,0.5,1,1,0,0.5,2,2,75,110,110,110,105,80,1.5,20.6,0,5120,45,600000
335,Zangoose,3,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,73,115,60,60,60,90,1.3,40.3,0,5120,90,600000
336,Seviper,3,poison,,1,0.5,1,1,1,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,73,100,60,100,60,65,2.7,52.5,0,5120,90,1640000
337,Lunatone,3,rock,psychic,0.5,2,0.5,2,1,1,1,0.5,2,0.5,0.5,2,1,2,1,2,2,1,90,55,65,95,85,70,1.0,168.0,0,6400,45,800000
338,Solrock,3,rock,psychic,0.5,2,0.5,2,1,1,1,0.5,2,0.5,0.5,2,1,2,1,2,2,1,90,95,85,55,65,70,1.2,154.0,0,6400,45,800000
339,Barboach,3,water,ground,1,4,0.5,1,0,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,50,48,43,46,41,60,0.4,1.9,0,5120,190,1000000
340,Whiscash,3,water,ground,1,4,0.5,1,0,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,110,78,73,76,71,60,0.9,23.6,0,5120,75,1000000
341,Corphish,3,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,43,80,65,50,35,35,0.6,11.5,0,3840,205,1640000
342,Crawdaunt,3,water,dark,1,2,0.5,0.5,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2,63,120,85,90,55,55,1.1,32.8,0,3840,155,1640000
343,Baltoy,3,ground,psychic,1,2,1,2,0,2,0.5,0.5,1,1,0.5,2,0.5,2,1,2,1,1,40,40,55,40,70,55,0.5,21.5,0,5120,255,1000000
344,Claydol,3,ground,psychic,1,2,1,2,0,2,0.5,0.5,1,1,0.5,2,0.5,2,1,2,1,1,60,70,105,70,120,75,1.5,108.0,0,5120,90,1000000
345,Lileep,3,rock,grass,0.5,1,1,1,0.5,2,2,1,1,1,1,2,1,1,1,1,2,1,66,41,77,61,87,23,1.0,23.8,0,7680,45,600000
346,Cradily,3,rock,grass,0.5,1,1,1,0.5,2,2,1,1,1,1,2,1,1,1,1,2,1,86,81,97,81,107,43,1.5,60.4,0,7680,45,600000
347,Anorith,3,rock,bug,0.5,1,1,2,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,45,95,50,40,50,75,0.7,12.5,0,7680,45,600000
348,Armaldo,3,rock,bug,0.5,1,1,2,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,75,125,100,70,80,45,1.5,68.2,0,7680,45,600000
349,Feebas,3,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,20,15,20,10,55,80,0.6,7.4,0,5120,255,600000
350,Milotic,3,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,95,60,79,100,125,81,6.2,162.0,0,5120,60,600000
351,Castform,3,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,70,70,70,70,70,70,0.3,0.8,0,6400,45,1000000
351,Sunny Castform,3,fire,,1,0.5,0.5,2,1,0.5,1,1,2,1,1,0.5,2,1,1,0.5,0.5,1,70,70,70,70,70,70,0.3,0.8,0,6400,45,1000000
351,Rainy Castform,3,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,0.5,1,1,70,70,70,70,70,70,0.3,0.8,0,6400,45,1000000
351,Snowy Castform,3,ice,,1,1,2,1,1,0.5,2,1,1,1,1,1,2,1,1,2,1,1,70,70,70,70,70,70,0.3,0.8,0,6400,45,1000000
352,Kecleon,3,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,60,90,70,60,120,40,1.0,22.0,0,5120,200,1059860
353,Shuppet,3,ghost,,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,44,75,35,63,33,45,0.6,2.3,0,6400,225,800000
354,Banette,3,ghost,,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,64,115,65,83,63,65,1.1,12.5,0,6400,45,800000
354,Mega Banette,6,ghost,,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,64,165,75,93,83,75,1.2,13.0,0,6400,45,800000
355,Duskull,3,ghost,,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,20,40,90,30,90,25,0.8,15.0,0,6400,190,800000
356,Dusclops,3,ghost,,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,40,70,130,60,130,25,1.6,30.6,0,6400,90,800000
357,Tropius,3,grass,flying,1,0.25,2,0.5,1,4,0.5,2,0,2,1,1,2,1,1,1,1,1,99,68,83,72,87,51,2.0,100.0,0,6400,200,1250000
358,Chimecho,3,psychic,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,75,50,80,95,90,65,0.6,1.0,0,6400,45,800000
359,Absol,3,dark,,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,65,130,60,75,60,75,1.2,47.0,0,6400,30,1059860
359,Mega Absol,6,dark,,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,65,150,60,115,60,115,1.2,49.0,0,6400,30,1059860
360,Wynaut,3,psychic,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,95,23,48,23,48,23,0.6,14.0,0,5120,125,1000000
361,Snorunt,3,ice,,1,1,2,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,50,50,50,50,50,50,0.7,16.8,0,5120,190,1000000
362,Glalie,3,ice,,1,1,2,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,80,80,80,80,80,80,1.5,256.5,0,5120,75,1000000
362,Mega Glalie,6,ice,,1,1,2,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,80,120,80,120,80,100,2.1,350.2,0,5120,75,1000000
363,Spheal,3,ice,water,1,2,1,0.5,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,70,40,50,55,50,25,0.8,39.5,0,5120,255,1059860
364,Sealeo,3,ice,water,1,2,1,0.5,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,90,60,70,75,70,45,1.1,87.6,0,5120,120,1059860
365,Walrein,3,ice,water,1,2,1,0.5,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,110,80,90,95,90,65,1.4,150.6,0,5120,45,1059860
366,Clamperl,3,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,35,64,85,74,55,32,0.4,52.5,0,5120,255,600000
367,Huntail,3,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,55,104,105,94,75,52,1.7,27.0,0,5120,60,600000
368,Gorebyss,3,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,55,84,105,114,75,52,1.8,22.6,0,5120,60,600000
369,Relicanth,3,water,rock,0.5,4,0.25,1,2,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,100,90,130,45,65,55,1.0,23.4,0,10240,25,1250000
370,Luvdisc,3,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,43,30,55,40,65,97,0.6,8.7,0,5120,225,800000
371,Bagon,3,dragon,,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,45,75,60,40,30,50,0.6,42.1,0,10240,45,1250000
372,Shelgon,3,dragon,,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,65,95,100,60,50,50,1.1,110.5,0,10240,45,1250000
373,Salamence,3,dragon,flying,1,0.25,0.5,0.5,1,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,95,135,80,110,80,100,1.5,102.6,0,10240,45,1250000
373,Mega Salamence,6,dragon,flying,1,0.25,0.5,0.5,1,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,95,145,130,120,90,120,1.8,112.6,0,10240,45,1250000
374,Beldum,3,steel,psychic,0.5,0.5,2,1,1,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,40,55,80,35,60,30,0.6,95.2,0,10240,3,1250000
